,WT,PknB_KD,PknB_IND,PknD_KO,PknD_IND,PknE_KO,PknE_IND,PknF_KO,PknF_IND,PknG_KO,PknG_IND,PknH_KO,PknH_IND,PknJ_KO,PknJ_IND,PknK_KO,PknK_IND,PknL_KO,PknL_IND
Rv1625c,,0.9999999998678876,0.9999999999933882,,,0.9999999999871118,1.0000000000004525,,,1.0000000000331781,,,1.0000000000003177,0.9999999999993626,,0.9999999999993529,0.9999999999968059,1.0000000000013491,0.9999999999996997
Rv2212,,0.9999999999940012,1.0000000000013467,,,1.0000000000033402,0.9999999999922556,,,1.0000000000002305,,,0.9999999999984439,0.9999999998709922,,0.9999999999854268,0.999999999981463,1.0000000000033227,1.000000000020505
Rv1900c,,1.0000000000005145,0.9999999999948106,,,0.9999999999990592,1.0000000000331803,,,1.0000000000013738,,,1.0000000000081803,1.000000000001345,,0.9999999999940814,0.9999999999874337,1.0000000000013474,0.9999999999922929
Rv1264,,1.0000000000093294,1.0000000000013503,,,0.999999999993391,1.0000000000086342,,,0.9999999999982386,,,0.9999999999977708,1.0000000000013476,,0.9999999999934794,0.9999999999823174,1.0000000000013447,0.9999999999968233
Rv1320c,,0.9999999999982081,0.9999999999675581,,,0.9999999999997651,1.0000000005227943,,,0.9999999999979446,,,1.0000000000000957,0.9999999999973732,,0.9999999999972301,0.9999999999979415,0.9999999999982085,1.0000000000013705
Rv1318c,,0.9999999999650182,0.9999999999990768,,,0.9999999999854384,0.9999999999974301,,,1.0000000000636975,,,1.0000000000013662,0.9999999999678073,,1.0000000000053397,0.9999999999996574,0.999999999985433,1.0000000000081815
Rv1319c,,0.9999999998678862,0.9999999999988158,,,0.999999999996819,1.0000000000172709,,,0.9999999999913952,,,0.9999999999990867,1.000000000002911,,1.0000000000036102,1.0000000001202067,0.9999999999973562,0.9999999999999961
Rv3377c,,0.9999999999982595,0.999999999966767,,,1.000000000001345,0.9999999999932951,,,0.99999999998316,,,0.9999999999652609,0.9999999999973933,,1.0000000000019142,0.9999999999976649,1.0000000000000753,0.9999999999990932
Rv2435c,,0.9999999999934123,1.0000000000645395,,,1.0000000000013511,1.0000000000012492,,,0.9999999999401449,,,0.9999999999998663,1.0000000000013505,,0.9999999998709861,0.9999999999994795,1.0000000000172666,0.9999999999956823
Rv1647,,1.000000000000021,1.0000000000172653,,,0.9999999999999551,1.0000000000000617,,,0.9999999999999365,,,0.9999999999999981,1.0000000000000022,,1.0000000000000315,0.9999999999999897,1.0000000000013534,0.9999999999999304
Rv1120c,,0.9999999997443033,1.0000000001294767,,,0.9999999999933908,1.0000000000602838,,,1.0000000000013454,,,0.9999999999914608,0.9999999998797989,,0.9999999999944342,1.000000000003637,1.000000000131281,1.0000000000081817
Rv2202c,,0.9988270522684559,0.9993946411065334,,,0.9993935371772044,0.9993946413830063,,,0.9993946413670982,,,0.9993935079391766,0.9993946413472109,,0.9993935371794707,0.9993592258292313,0.9993946413989132,
Rv2208,,1.0000000002984955,1.0000000000327667,,,0.9999999999990778,0.9999999999990837,,,0.9999999999959523,,,0.9999999999956746,1.0000000000013476,,0.9999999999999231,1.000000000001642,0.9999999999979373,1.000000000000232
Rv2584c,,0.9998515932047128,0.9998469023895773,,,0.9998466228958933,0.9998469021685004,,,0.9998469021647306,,,0.999846615382211,0.999846902157053,,0.9998466227941268,0.9998379412375152,0.9998469021401524,0.9999999999996619
Rv1285,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1286,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0
Rv0777,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0357c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3795,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3794,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3792,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3332,,,1.000000000000215,,,1.0000000000002298,0.9999999999992094,,,0.9999999999998231,,,0.9999999999999379,1.0000000000013476,,1.000000000006475,1.000000000000222,0.9999999999999754,0.9999999999998145
Rv2182c,,0.9999999999676529,1.000000000001348,,,1.0000000000028406,0.9999999999838219,,,1.0000000000013427,,,0.9999999999998648,1.0000000000625338,,0.9999999999979199,0.9999999999996592,1.0000000000013447,0.9999999999990961
Rv2483c,,1.000000000000242,0.9999999999963783,,,1.0000000000007407,1.0000000000001046,,,1.0000000001277345,,,0.9999999999998141,0.9999999999854348,,1.000000000009304,1.0000000000278413,1.0000000000000644,1.0000000000007987
Rv1652,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0
Rv3248c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0091,,1.0000000000002955,1.000000000000208,,,1.0000000000002145,1.0000000000062832,,,0.9999999999998079,,,0.9999999999999404,0.9999999999933945,,1.0000000000026208,1.0000000000002256,0.9999999999999999,0.9999999999999802
Rv0423c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0957,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3276c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3257c,,0.9999999999650182,0.9999999999990768,,,0.9999999999854384,0.9999999999974301,,,1.0000000000636975,,,1.0000000000013662,0.9999999999678073,,1.0000000000053397,0.9999999999996574,0.999999999985433,1.0000000000081815
Rv3275c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2215,,1.0000000002984955,1.0000000000327667,,,0.9999999999990841,0.9999999999990837,,,1.0000000000013427,,,0.9999999999968172,0.9999999999955174,,0.9999999999999202,1.000000000001642,0.9999999999871143,1.00000000007358
Rv3330,,0.9999999999650249,1.0000000000013427,,,1.0000000000013507,0.9999999999913219,,,0.9999999999814504,,,0.9999999999990876,1.0000000000172649,,1.0000000001317026,1.0000000000016416,0.9999999999783441,0.9999999999641183
Rv2981c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2780,,0.9999999997247296,1.0000000001317086,,,0.9999999999990778,1.0000000000013478,,,1.0000000000013511,,,1.000000000001366,1.0000000001277303,,0.9999999999933883,0.999999999997938,0.9999999999863701,1.0000000000013727
Rv3423c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2259,,0.9999999999979856,1.0000000000001659,,,1.000000000006663,0.9999999999999335,,,1.0000000000331755,,,0.999999999999934,0.9999999999668026,,1.000000000000037,0.9999999999997732,0.9999999999999203,1.0000000000000004
Rv1895,,0.9999999999934162,1.0000000001237574,,,1.0000000000013536,1.000000000006344,,,0.9999999999367557,,,0.9999999999998703,0.9999999999989384,,0.9999999998709838,0.9999999999994795,1.0000000000013523,0.9999999999956823
Rv3045,,0.9999999999901973,0.999999999997388,,,0.9999999999754045,1.000000000093171,,,0.9999999999973642,,,0.9999999999993401,0.9999999999387303,,0.9999999999902591,0.9999999999760655,1.000000000005331,0.9999999999939101
Rv2858c,,0.9999999999934123,1.0000000000645395,,,1.0000000000013511,1.0000000000012492,,,0.9999999999401449,,,0.9999999999998663,1.0000000000013505,,0.9999999998709861,0.9999999999994795,1.0000000000172666,0.9999999999956823
Rv0458,,1.0000000000059477,1.000000000001351,,,1.0000000000032225,1.000000000003346,,,0.999999999966207,,,0.9999999999985241,1.000000000009309,,1.0000000000027691,0.999999999994538,0.9999999999882778,0.9999999999990938
Rv0768,,1.0000000000093294,1.0000000000013503,,,0.999999999993391,1.0000000000086342,,,0.9999999999982386,,,0.9999999999977708,1.0000000000013476,,0.9999999999934794,0.9999999999823174,1.0000000000013447,0.9999999999968233
Rv0147,,1.0000000000013771,1.0000000000016287,,,1.0000000000004585,1.0000000000000453,,,1.0000000000002147,,,0.9999999999999325,1.0000000000013467,,0.9999999999973651,1.0000000000282994,1.0000000000000617,0.9999999999999936
Rv3293,,0.9999999997247364,1.0000000001317086,,,0.9999999999933944,1.0000000000013478,,,1.000000000001351,,,1.0000000000013636,1.0000000001277303,,0.9999999999933881,0.9999999999982299,0.9999999999863701,1.0000000000013727
Rv1568,,0.9999999999934162,1.0000000001237574,,,1.0000000000013536,1.000000000006344,,,0.9999999999367557,,,0.9999999999998703,0.9999999999989384,,0.9999999998709838,0.9999999999994795,1.0000000000013523,0.9999999999956823
Rv2363,,0.9999999999732071,0.9999999998709923,,,0.9999999999999523,0.9999999999372776,,,1.000000000000183,,,0.9999999999945408,1.0000000000005111,,0.9999999997485784,1.000000000001647,1.0000000000004565,0.9999999999990966
Rv2467,,1.0000000000073763,0.9999999999996545,,,0.999999999993393,1.0000000000172709,,,1.0000000000013398,,,1.0000000000007976,1.000000000017265,,0.9999999999854299,0.9999999999924014,0.9999999999990973,0.9999999999968151
Rv2192c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1609,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1569,,0.9999999999889134,0.9999999999933911,,,0.9999999999999889,0.9999999999918308,,,0.9999999999992037,,,1.0000000000000204,1.0000000000013411,,1.0000000000013447,0.9999999999996556,1.000000000001075,0.999999999999934
Rv0032,,0.9999999998312226,0.9999999999987967,,,1.000000000049098,0.9999999999364518,,,0.9999999999933946,,,1.000000000001366,0.9999999998314687,,1.00000000000007,0.9999999999996542,0.9999999999774732,0.9999999999920497
Rv2671,,0.9999999999721356,1.0000000000285878,,,0.9999999999916992,0.9999999999817714,,,0.9999999999916913,,,0.9999999999945414,1.000000000017262,,0.9999999999993523,1.0000000000007907,1.000000000001351,0.9999999999990878
Rv2531c,,0.9999999999974026,0.9999999999854324,,,0.9999999999707504,1.0000000000090277,,,1.0000000001237503,,,1.000000000000226,1.0000000000172649,,1.0000000000013503,0.9999999995764555,1.0000000000093094,1.0000000000001836
Rv1001,,0.9999999999998074,0.9999999999999799,,,1.0000000000000002,0.9999999999999836,,,0.9999999999999948,,,1.0000000000000058,0.9999999999999969,,0.9999999999999782,0.9999999999999859,0.9999999999999871,1.000000000000005
Rv1659,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1658,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2320c,,0.9999999999991042,1.0000000000013478,,,1.000000000000797,1.0000000000000484,,,1.0000000001287241,,,0.9999999999999302,0.9999999999993616,,0.9999999999993532,0.9999999999979472,1.0000000000000673,0.9999999999990881
Rv3708c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1538c,,1.0000000000073401,1.0000000000172622,,,1.0000000002556027,1.000000000101378,,,0.9999999999871119,,,0.9999999999641183,1.0000000000013503,,1.0000000000013423,0.9999999999813266,0.9999999999990973,1.0000000000008034
Rv2201,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv0346c,,0.9999999999889134,0.9999999999957587,,,0.9999999999999839,1.0000000000029154,,,0.9999999999997576,,,0.9999999999999437,1.0000000000001548,,0.9999999999999495,0.9999999999996556,1.0000000000331803,1.0000000000002698
Rv2127,,0.9999999999934162,1.0000000001237574,,,1.0000000000013536,1.000000000006344,,,0.9999999999367557,,,0.9999999999998703,0.9999999999989384,,0.9999999998709838,0.9999999999994795,1.0000000000013523,0.9999999999956823
Rv3601c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1380,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3709c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1595,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3565,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,,,,0.0
Rv0337c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2121c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1310,,,,,,,,,,,,,,,,,,,
Rv1305,,,,,,,,,,,,,,,,,,,
Rv1308,,,,,,,,,,,,,,,,,,,
Rv1309,,,,,,,,,,,,,,,,,,,
Rv1306,,,,,,,,,,,,,,,,,,,
Rv1307,,,,,,,,,,,,,,,,,,,
Rv1304,,,,,,,,,,,,,,,,,,,
Rv1311,,,,,,,,,,,,,,,,,,,
Rv3279c,,1.0000000000073461,1.0000000000331746,,,1.0000000000021478,1.0000000000000338,,,1.000000000033181,,,0.9999999999990922,1.000000000001345,,0.9999999999894068,0.9999999999968071,0.9999999999982306,0.9999999999992334
Rv0522,,0.9999999999973926,0.9999999999854274,,,0.9999999999831521,1.0000000000081744,,,0.999999999993389,,,0.9999999999990894,0.9999999999866855,,0.9999999999962286,0.9999999995744668,1.0000000000331832,0.9999999999996572
Rv0223c,,1.0000000002984955,1.0000000000327667,,,0.9999999999990778,0.9999999999990837,,,0.9999999999959523,,,0.9999999999956746,1.0000000000013476,,0.9999999999999231,1.000000000001642,0.9999999999979373,1.000000000000232
Rv1589,,1.0000000000005183,0.9999999999678695,,,1.0000000000048108,0.9999999999999923,,,1.000000000031041,,,1.0000000000000993,1.0000000000000324,,1.0000000000004599,0.9999999999997653,0.9999999999999833,1.0000000000007998
Rv0107c,,3.5000000000002607,0.9999999999724293,,,1.000000000123751,1.0000000000108,,,0.9999999999981644,,,0.9999999999998698,1.0000000000331801,,1.0000000000028357,0.9999999999973763,0.9999999999933962,1.000000000003638
Rv1908c,,0.9999016177188879,0.999898507480351,,,0.9998983222324989,0.9998985074466714,,,0.9998985074489305,,,0.9998983173178306,0.999898507443106,,0.9998983222333349,0.9998925666951454,0.9998985074347005,0.9998982509897459
Rv1607,,,1.0000000000013853,,,0.9999999999933996,0.9999999998766843,,,0.9999999999740876,,,0.9999999999996662,0.999999999961846,,0.9999999999911128,1.0000000000582046,1.0000000002861271,1.0000000000036404
Rv2849c,,1.000000000005299,0.999999999876957,,,1.0000000000013478,1.0000000001297238,,,1.0000000000013487,,,1.000000000000226,0.9999999999990938,,0.9999999997263869,0.9999999999823143,1.0000000000013474,0.999999999999661
Rv1383,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1384,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2289,,0.9999999998550986,0.9999999999933882,,,0.9999999999979654,1.0000000000004525,,,0.9999999999999337,,,1.0000000000003177,1.000000000017262,,1.0000000000002243,1.0000000000007878,0.9999999999997621,0.9999999999996997
Rv1011,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2612c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv3759c,,1.0000000000000047,0.9999999999999732,,,1.0000000000000058,1.0,,,0.9999999999999972,,,1.000000000000009,0.9999999999999781,,0.9999999999999731,0.9999999999999852,0.9999999999999865,0.9999999999999903
Rv3756c,,1.0000000000013802,0.9999999999933883,,,1.000000000007227,1.0000000000065332,,,1.00000000000363,,,1.0000000000002303,1.00000000000135,,1.0000000000013423,1.0000000000007931,0.9999999999873587,0.9999999999990972
Rv3758c,,1.0000000000005398,1.0000000000004388,,,0.9999999998710184,0.9999999999980724,,,1.0000000000000568,,,0.9999999999999405,1.0000000000001075,,1.0000000000004625,0.9999999999997633,0.999999999999994,0.9999999999998233
Rv3757c,,1.0000000000002243,0.9999999999933901,,,1.0000000000013447,1.000000000098706,,,0.9999999999854337,,,0.9999999999536449,0.9999999999979396,,1.0000000000054632,1.000000000009603,1.0000000001079306,0.9999999999990935
Rv1885c,,0.9999999999629386,1.0000000000313485,,,1.0000000000304048,1.0000000000013478,,,1.0000000000007836,,,0.9999999999987645,0.9999999999990817,,1.0000000000331803,0.9999999995174269,0.9999999999716672,0.9999999999990881
Rv0948c,,1.0000000000002418,1.000000000000215,,,1.0000000000002298,0.9999999999992094,,,0.9999999999998231,,,0.9999999999999379,1.0000000000013476,,1.000000000006475,1.000000000000222,0.9999999999999754,0.9999999999998145
Rv2540c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2949c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2130c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv2498c,,1.000000000001367,0.9999999999973646,,,0.9999999999988187,0.9999999999993459,,,1.0000000000004887,,,1.000000000000308,0.999999999991118,,1.0000000002569511,1.000000000000939,1.0000000000013525,1.0000000000036404
Rv3075c,,0.9999999999982595,0.999999999966767,,,1.0000000000013507,0.9999999999932951,,,0.99999999998316,,,0.999999999965258,0.9999999999973933,,1.0000000000019142,0.9999999999976648,1.0000000000000753,0.9999999999990932
Rv0464c,,1.0000000000073763,0.9999999999996545,,,0.999999999993393,1.0000000000172709,,,1.0000000000013398,,,1.0000000000007976,1.000000000017265,,0.9999999999854299,0.9999999999924014,0.9999999999990973,0.9999999999968151
Rv0771,,0.9999999999993955,1.0000000000002356,,,0.9999999999933996,0.9999999998786734,,,0.9999999999786409,,,0.9999999999996662,0.999999999961846,,0.9999999999911128,1.0000000000582046,1.0000000002861271,1.0000000000036404
Rv1239c,,0.9999999998312226,0.9999999999987967,,,1.000000000049098,0.9999999999364518,,,0.9999999999933946,,,1.000000000001366,0.9999999998314687,,1.00000000000007,0.9999999999996542,0.9999999999774732,0.9999999999920497
Rv2062c,,1.000000000130898,0.9999999997565403,,,0.9999999999911209,1.000000000033183,,,1.000000000001343,,,1.000000000038607,0.9999999999973662,,0.9999999999933887,0.9999999995764569,1.0000000000490998,0.9999999999336908
Rv0375c,,0.9999999999993955,1.0000000000013853,,,0.9999999999933996,0.9999999998766843,,,0.9999999999740876,,,0.9999999999996662,0.999999999961846,,0.9999999999911128,1.0000000000582046,1.0000000002861271,1.0000000000036404
Rv0373c,,1.0000000000172837,1.0000000000053286,,,1.0000000000331803,1.000000000017265,,,0.9999999998709839,,,1.000000000000227,1.000000000017262,,0.9999999999990722,0.9999999999833132,0.9999999999990844,0.9999999999973899
Rv0374c,,0.9999999998550986,0.9999999999933882,,,0.9999999999979654,1.0000000000004525,,,0.9999999999999337,,,1.0000000000003177,1.000000000017262,,1.0000000000002243,1.0000000000008005,0.9999999999997621,0.9999999999996997
Rv2066,,1.0000000000002414,1.000000000000215,,,1.0000000000002298,0.9999999999992094,,,0.9999999999998231,,,0.9999999999999379,1.0000000000013476,,1.000000000006475,1.000000000000222,0.9999999999999754,0.9999999999998145
Rv2071c,,1.0000000000013745,0.9999999999854324,,,0.9999999999707504,1.0000000000090277,,,1.0000000001237503,,,1.000000000000226,1.0000000000172649,,1.0000000000013503,0.9999999995764555,1.0000000000093094,1.0000000000001836
Rv2072c,,0.9999999999854636,0.9999999999933883,,,0.9999999999992706,1.0000000000065332,,,1.00000000000363,,,1.00000000000023,1.00000000000135,,0.9999999999854272,0.9999999999811771,0.999999999999938,0.9999999999990972
Rv2070c,,1.0000000002984955,1.0000000000327667,,,0.9999999999990841,0.9999999999990837,,,1.0000000000013427,,,0.9999999999968172,0.9999999999955174,,0.9999999999999202,1.000000000001642,0.9999999999871143,1.00000000007358
Rv2065,,0.9999999999934162,1.0000000001237574,,,1.0000000000013536,1.000000000006344,,,0.9999999999367557,,,0.9999999999998703,0.9999999999989384,,0.9999999998709838,0.9999999999994795,1.0000000000013523,0.9999999999956823
Rv2388c,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
Rv1131,,0.9999999999991043,1.0000000002462452,,,1.0000000000331803,1.000000000005341,,,0.999999999969513,,,1.0000000000086473,0.9999999999854327,,0.9999999999684747,1.0000000002872758,1.000000000290418,1.000000000003638
Rv0889c,,1.0000000000073461,1.0000000000331746,,,1.0000000000021478,1.0000000000000338,,,1.000000000033181,,,0.9999999999990922,1.000000000001345,,0.9999999999894068,0.9999999999968071,0.9999999999982306,0.9999999999992334
Rv0896,,0.9999999999629386,1.0000000000313485,,,1.0000000000304048,1.0000000000013531,,,1.000000000000786,,,0.9999999999987645,0.9999999999990822,,1.0000000000331803,0.9999999995732323,0.9999999999716672,0.9999999999988594
Rv1699,,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
