	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv0856	97.68955	85.45798	106.38724	115.2981	68.60256	49.694252	48.988094	56.898994	83.8145	52.21809	46.98677	63.930794	55.22631	95.6215	92.50333	79.01731	77.104935	33.897373	101.25188	136.16046	68.313354	73.46488	70.446846	75.29025	74.524155	57.41177	44.974087	95.16658	97.04274	109.70025	20.334244	49.819553	51.13705	62.365753	65.88179	33.32945	104.30534	71.23508	63.75556	60.214104	66.84265	73.76194	45.017544	47.63331	46.552383	69.913025	69.10824	61.19026	110.39051	88.24341	109.37418	70.23561	67.41788	71.223885	43.426907	61.670425	61.670425	64.110214	66.867195	66.40889	150.88431	101.09363	76.34817	65.46146	63.88899	45.09682	135.0899	171.18025	123.32599	108.1362	101.139755
Rv0857	180.23337	170.1602	251.9492	149.26054	138.58443	134.21625	94.37134	112.99558	104.24555	89.69761	107.8669	102.010414	163.18243	144.39319	139.17471	145.00865	108.5287	160.15395	228.23708	168.00365	188.09816	175.09518	140.59482	139.16193	141.93878	103.06727	113.55322	175.66595	179.63335	188.86255	92.13452	40.28148	101.96911	145.60864	119.14476	74.52371	171.96338	131.61122	157.93153	95.11921	99.44762	99.405945	126.3665	118.437485	111.820465	89.905075	103.43727	114.062454	204.74101	183.73146	178.27084	111.8454	126.8847	135.98485	110.565704	120.667984	130.12872	99.58026	66.43832	156.84666	148.2913	161.77953	102.48624	141.46806	141.99042	126.15049	106.78513	133.93306	139.19035	162.60446	161.3833
Rv0858c	29.607628	25.763767	29.637337	35.974613	25.667858	26.316372	33.63452	33.93477	36.95071	33.905087	20.464022	8.338029	29.503305	24.605587	24.72728	32.827858	28.60118	45.295044	42.52229	17.356127	24.154741	32.828064	29.97453	24.651945	23.359152	27.510685	24.262455	38.776268	19.160192	58.35491	24.154205	14.390557	14.940066	28.096924	22.347887	20.993265	21.070387	27.63826	20.398214	26.862942	22.220312	31.570724	35.140427	40.924374	28.454967	24.885145	25.933983	22.70516	33.18821	27.30916	22.172207	66.32572	69.46539	64.27933	25.089542	21.719866	16.503248	20.641682	15.891864	29.324442	38.930496	37.966724	57.173813	46.189045	43.951893	46.10547	28.645329	21.540054	68.42897	54.97619	73.10981
Rv0859	373.0295	363.22348	351.09262	357.90295	347.02206	403.36496	309.9841	305.67136	291.10837	413.48352	378.1958	444.98706	242.86542	242.52061	209.1429	293.41605	308.59894	377.88898	424.17978	280.7736	333.4923	336.57623	334.13153	358.27097	313.36298	373.21646	340.013	406.88596	275.77298	345.98016	388.12476	446.06094	441.8322	439.5174	362.36548	356.9928	330.57898	377.55225	366.62375	187.02254	190.0231	209.56062	214.29134	192.52348	233.04408	337.76898	365.14633	349.77084	368.91156	343.79437	347.41064	578.8553	640.2283	566.1175	295.94595	303.04065	315.13257	182.70569	318.31747	232.81299	340.1641	440.51068	497.75513	475.6988	376.11264	427.9132	317.1132	251.07442	449.13818	397.40955	429.54602
Rv0860	245.76945	250.01471	211.33943	230.2982	245.02728	234.59953	313.02313	312.442	318.18533	408.7185	334.27905	463.761	165.03915	154.12344	130.47075	247.74385	230.80058	231.99808	288.45068	257.7631	297.04822	252.46715	239.25652	226.73051	276.41394	290.27737	325.21472	244.38545	251.36052	248.56891	407.2185	388.12476	414.84818	635.7055	302.9957	316.84778	232.97565	245.92694	236.20337	126.56427	128.11044	154.45668	179.95079	157.41182	212.057	330.362	372.97632	359.82004	271.4193	237.73209	219.76764	659.5259	719.63495	632.62573	267.60666	337.26263	354.2243	240.20773	343.06448	257.00656	377.89444	386.02603	457.77914	380.9588	348.90747	364.24792	620.00073	428.2377	547.4156	530.6343	599.695
Rv0861c	54.579002	55.149033	50.66422	62.754356	53.90368	67.34628	104.24555	104.025604	99.03777	56.816235	63.630146	49.342205	45.20989	40.54904	45.404667	63.010536	52.20928	37.725204	37.845394	29.358458	30.280176	55.57998	57.231575	44.05247	56.886806	48.947906	57.23829	61.975674	50.222874	64.70996	57.454582	64.85526	57.76899	74.45775	62.13293	58.885326	63.37115	70.45958	57.34067	34.74557	52.941063	41.888325	58.931137	67.24018	60.175953	57.22398	56.01247	49.769783	49.437737	66.96358	33.971565	289.7349	271.02136	291.58118	74.704865	65.4086	67.957565	58.543194	43.953545	53.06095	98.373726	98.30629	77.812065	76.72702	81.72943	77.09356	109.20542	118.18273	117.18675	124.74884	132.71526
Rv0862c	21.64084	24.02812	20.95305	21.409876	20.603325	18.391144	44.1211	42.107418	41.89537	19.55887	25.170242	24.228472	12.397985	10.009498	7.9678173	22.710993	20.187735	25.133024	28.834864	21.66882	5.6917167	22.376219	23.508076	17.029398	20.9367	19.753138	19.124043	22.458435	19.496107	15.714156	18.358345	16.346851	17.592293	29.490461	13.94578	14.780617	18.546387	25.38352	22.0079	13.863898	10.971859	9.300577	26.71829	16.626593	15.957489	24.163767	23.788616	22.785732	15.589529	26.793905	16.746675	28.743374	29.835276	26.73909	8.603477	14.697082	14.658579	17.791866	16.423153	14.562267	23.742304	29.468792	37.485397	41.05305	44.2652	41.690468	35.753914	31.475264	47.89304	51.83649	54.420826
Rv0863	713.1771	626.21594	784.08167	769.48157	784.88794	521.2115	344.39362	401.0546	420.26022	177.2443	184.73752	126.357574	686.3473	615.56384	775.6222	485.06537	433.35803	529.66	611.03723	512.5617	467.91644	760.84985	578.0916	722.69617	624.5602	538.1357	397.70752	756.30896	631.63696	620.98706	425.143	299.24237	255.18892	713.7612	821.4382	732.4206	794.72235	646.42053	615.3229	606.7518	581.5839	777.3643	446.35855	477.56842	442.81238	482.08414	422.4959	365.72018	700.9254	641.81476	631.63696	236.70169	215.2324	252.19649	884.6351	858.3419	923.2534	482.6663	350.51028	510.42755	344.93384	337.36093	315.38998	432.99976	498.40106	452.49548	177.10756	236.2837	376.5108	381.41965	411.80255
Rv0864	854.8827	791.47205	780.0174	826.9303	926.94904	648.48083	340.73993	373.75793	406.87976	208.73898	259.8775	192.4283	582.718	752.6555	615.56384	620.80786	524.69495	616.39716	476.4797	370.55698	482.8395	966.80664	769.1347	843.83386	708.0447	467.1597	547.025	823.8492	897.0176	786.7533	315.74847	210.80774	250.69098	660.30206	1230.5294	1130.5155	930.63403	881.65314	808.74255	630.16174	752.73193	927.0653	591.64355	613.9025	634.3595	566.6913	558.79834	510.4925	957.4447	841.4852	944.2521	346.97247	302.4866	362.39923	1318.0979	1331.8433	1388.9446	518.43054	509.5939	511.5867	380.19846	335.86093	379.13303	434.0428	547.31714	529.7508	181.86548	214.29968	655.43115	626.3292	704.0172
Rv0865	538.05634	484.18848	585.94293	625.7321	627.6674	455.92142	215.4893	237.36244	207.41505	162.02121	128.86499	156.19725	333.87283	437.5342	449.16208	403.7473	345.76535	374.04495	256.0721	404.21054	377.12357	704.7562	542.1316	616.3462	379.90814	317.23822	283.32956	516.93976	541.66864	518.2672	104.249825	76.23067	108.4429	383.8847	726.62115	700.7407	518.277	503.8985	372.11636	216.56003	296.86542	383.3	334.48605	337.92267	366.51752	274.17514	230.80104	174.41669	552.8301	511.58917	488.9992	205.22913	200.87585	207.70207	755.4348	850.4785	863.2806	203.57759	254.37799	199.11601	111.51003	109.38219	138.4683	136.54443	208.58673	194.29774	76.94506	71.28044	244.2942	263.52982	270.577
Rv0866	229.33856	191.69711	242.9224	240.21712	233.24352	83.83825	112.99558	92.12121	109.72386	58.416477	80.16633	39.725716	136.37787	161.01904	122.78158	164.87318	129.33531	136.08202	263.28778	73.12179	111.17108	272.2639	213.98337	287.59995	156.07816	119.0244	131.3726	230.08273	233.27745	227.8855	34.21941	30.125452	8.280341	111.79546	331.41125	320.33453	251.66293	234.43962	187.27713	79.95871	83.30867	151.43646	159.88605	144.47247	158.13007	117.54431	90.6995	60.997128	216.06456	167.66026	221.49411	102.61933	114.304634	118.42204	313.2492	368.4469	369.0378	76.202934	70.07056	45.5833	80.50642	78.535545	87.569786	62.711266	79.37902	83.17072	46.274445	62.058372	149.04338	150.47447	150.16028
Rv0867c	104.97859	102.55296	95.39755	58.38307	84.246376	66.57985	112.931694	97.81881	99.54249	84.10884	101.43876	85.193695	56.093796	39.105995	35.09353	68.42962	83.93216	45.12498	58.817924	57.172318	48.359497	78.22511	70.10086	75.80645	75.73552	71.488846	93.3413	46.822487	90.827	97.53417	28.558084	39.61174	38.80101	44.692463	75.740005	84.09663	83.97478	92.46049	71.98763	36.468758	54.824326	38.55404	152.61987	114.62429	138.83492	107.55475	140.48244	121.09572	106.98978	79.50437	99.20217	153.08519	150.26491	138.04716	97.20882	108.310005	88.1646	57.09122	66.67116	57.302452	117.54088	168.37408	193.35832	129.21742	107.1148	120.62019	16.342592	18.096094	163.71114	175.6109	166.56863
Rv0868c	45.674816	51.434093	54.719223	50.05711	33.490685	82.7634	140.32182	127.512985	118.77414	126.10446	106.44508	114.04565	48.00016	24.515953	34.72731	57.41398	64.4835	79.12643	73.72785	25.221401	45.46296	76.92452	55.38247	39.69758	55.541744	69.32542	48.4371	45.524876	48.83383	69.130066	40.703434	105.82475	89.04066	66.17231	38.47796	36.21195	57.83779	53.87612	47.543446	21.106127	29.25903	42.02265	28.257162	38.617153	38.88536	58.12126	50.68125	70.16691	95.47833	26.393402	42.67048	104.72191	112.21613	109.64451	25.335968	40.50132	36.2201	42.024666	45.0696	75.80716	69.717155	75.595146	76.49768	59.635242	54.045372	55.13136	276.7974	232.43431	167.56259	152.98788	170.12778
Rv0869c	126.39982	131.76352	134.35507	127.59125	131.14793	156.95221	264.70322	277.90137	245.79424	264.3075	222.09804	296.44217	71.2995	78.39011	67.32272	139.10219	138.0644	118.11055	110.48541	84.56317	158.15092	126.15049	121.498955	129.34805	140.88426	155.38638	155.68321	121.607574	115.03206	119.56255	149.62773	207.45515	230.88379	235.95078	113.32569	119.14476	116.66872	154.6632	198.24823	92.98332	101.14935	96.84216	107.09414	87.877266	122.06688	200.23372	246.26987	202.23987	133.33493	145.58232	99.94637	196.90073	221.4547	186.45453	122.54797	114.12181	141.50179	143.73401	162.40721	121.40889	135.80194	161.47566	141.35289	170.23824	187.48967	181.52853	548.30493	469.99652	173.74881	174.36856	178.29816
Rv0870c	194.89348	193.77065	105.37848	154.58713	174.1993	209.95169	346.7026	410.3184	382.12912	403.27158	362.68863	331.78424	96.39225	97.19477	126.40664	250.84894	250.98477	202.53801	64.347176	163.16586	190.98398	200.35284	187.35489	228.96558	230.55315	300.37714	261.14743	221.49411	198.92365	255.5726	311.99713	367.68256	358.74207	455.3108	174.79604	162.53986	216.8051	257.93155	232.65007	419.95905	361.09402	360.00342	140.67114	165.77646	177.71376	277.79257	302.6574	328.24344	206.02354	157.9724	255.5726	234.64178	235.53412	236.99156	164.75511	130.3246	175.02982	366.28415	307.7676	392.245	352.38202	375.31625	245.90343	264.27118	289.30502	258.61514	833.0609	791.47205	283.73203	294.8232	318.9972
Rv0871	218.39859	216.06456	238.52234	218.50687	225.79822	189.33603	306.3018	329.72195	369.26263	235.83005	239.12827	247.7711	191.26324	269.89905	229.7402	174.30968	161.85176	275.82047	235.55698	205.6365	269.72522	222.38684	221.27432	253.7036	189.46661	195.56015	198.32532	257.53238	195.44498	284.19037	155.14037	267.00134	108.79734	172.71039	213.19368	259.54846	161.79947	208.9143	193.45055	182.8141	137.58232	196.56728	235.06757	210.66783	297.38763	356.91672	325.01114	413.25223	180.0625	147.43085	254.94112	988.54095	988.54095	965.8214	168.9428	180.16856	212.08263	239.3928	205.89091	201.6225	376.16882	548.0008	510.57523	371.01004	354.61185	368.22107	1092.8657	1123.3657	631.64496	608.09906	684.137
Rv0872c	780.0174	806.297	729.6911	424.89148	482.6204	501.16345	146.7957	225.40248	122.05237	648.2626	826.2052	1321.4058	530.5254	622.54095	503.3135	412.26648	376.21887	557.4915	1171.4507	627.24854	1034.1289	617.8748	549.83356	583.0913	806.3449	519.4425	921.3643	434.3152	770.06085	698.71875	855.8219	666.37354	723.20123	1775.1082	616.07245	631.1118	409.7452	675.31335	590.0716	288.47525	312.3495	386.32413	668.7503	455.3921	765.45605	1470.529	1648.8074	1545.2924	854.8827	693.3371	711.4482	333.132	436.90845	304.42242	539.0544	565.6083	789.1213	565.8453	1008.53326	435.25836	252.78465	340.1641	249.27621	502.55908	808.3412	822.06647	653.6241	617.2464	169.95795	165.24565	155.39507
Rv0873	149.00372	143.48105	151.37657	137.5342	124.41763	114.30748	190.7456	180.09685	159.97333	105.456345	104.19512	122.494514	150.54669	157.28583	149.28879	121.3686	119.76201	120.713005	255.92686	258.47247	268.63846	120.07905	110.64886	122.57662	106.71636	149.54895	122.209274	163.10216	139.30437	118.317276	248.25552	241.52797	261.0768	234.19398	111.195564	131.56718	125.33246	120.924355	122.106255	101.729836	119.631805	144.1994	95.813194	104.86097	106.03283	142.50786	144.08487	159.60086	163.59235	156.41107	141.66357	171.18141	180.89937	181.05937	150.98099	147.52896	184.98792	121.54589	143.33144	110.90355	454.93478	469.44122	325.13092	302.29044	292.21573	307.53592	340.9707	267.45938	244.67581	223.23058	220.96968
Rv0874c	540.48914	421.5533	564.3435	402.40283	448.72937	385.6507	115.814316	131.54362	90.51752	272.23715	231.67929	291.70145	275.3366	289.5058	250.68716	217.97221	249.63531	248.94376	310.35538	377.12357	391.53137	514.84973	360.9292	434.2566	341.88745	266.62204	302.35797	527.40356	485.2583	593.8448	347.4517	206.39223	182.80788	451.11545	491.6574	461.0849	335.6646	337.64667	296.2669	143.90427	149.52309	200.76367	171.96173	157.49446	217.63289	587.81396	491.74753	405.8577	561.85785	454.5338	474.54688	170.54042	181.15042	158.7988	390.59225	367.1137	455.72083	359.7626	487.0832	365.30676	115.51772	106.061905	93.268295	176.95108	265.9111	259.8918	151.03632	132.9795	94.54896	92.60184	98.02808
Rv0875c	385.8295	361.3974	219.4822	366.53854	350.0729	292.02258	139.8782	192.46526	127.959145	198.67656	164.04797	177.48067	197.03174	222.93039	164.40002	265.22256	234.29924	182.42366	181.78136	163.88551	213.54663	423.94373	344.9279	382.46402	277.26495	256.53815	227.86256	463.24536	498.1902	493.97485	127.076035	72.04219	90.75221	412.95752	347.38107	407.42493	368.23364	342.3785	300.74936	129.0403	140.83647	221.13684	155.63075	152.06035	164.3811	214.77281	216.25922	230.26144	419.55664	326.50504	514.11633	57.427456	61.046307	58.36595	511.78467	485.42346	483.73975	168.3253	167.84457	186.40547	88.38576	53.30617	108.5723	138.25519	236.57936	202.35828	40.629112	45.258347	99.65518	105.40687	95.83016
Rv0876c	504.28247	427.40674	458.47394	443.57526	472.919	319.26022	151.38287	163.40955	140.78053	232.58884	193.16046	233.16472	358.75934	401.8537	407.67776	271.3037	284.04892	389.9287	282.95428	467.91644	393.4757	453.28775	350.1858	431.63596	344.36792	284.6809	307.17227	454.5338	422.01602	463.85483	192.38792	109.13794	88.382774	614.5265	435.60812	429.72342	391.99756	430.93268	340.3109	212.19072	239.86482	334.9739	177.44402	184.6167	213.50089	364.24445	326.22626	310.21558	463.85483	423.4109	511.58917	51.872787	51.20732	51.20732	467.12604	559.9585	546.42267	205.89091	266.99542	198.80891	95.73412	105.94421	119.77673	237.61607	335.45193	329.63522	76.84834	86.47938	103.10192	105.78605	106.71348
Rv0877	1123.3657	897.0176	1123.3657	593.7917	661.5213	586.4522	225.60622	262.72626	248.58699	332.4443	367.58246	526.77124	578.5576	719.5272	622.54095	507.72086	457.7029	539.0143	832.35315	816.0288	915.9164	762.54315	643.7636	704.7562	584.92175	469.83875	474.36865	686.74316	736.58655	991.797	421.79755	266.25015	347.93732	649.6362	583.5876	551.147	576.74805	631.52325	529.1828	292.29153	312.03656	333.90845	466.6717	616.2985	533.73303	518.7495	541.41833	431.0108	1002.25287	799.4957	986.4193	399.0776	397.5859	401.0941	579.6448	666.67236	672.2678	481.46298	561.75073	436.65955	368.09958	452.18274	373.9502	460.5998	541.80035	509.40497	626.21594	638.3209	412.82004	427.58475	390.10065
Rv0878c	65.32454	63.21914	63.042713	79.73796	56.2975	42.63634	60.06375	62.545647	64.04996	32.641026	42.542934	25.052975	39.576942	47.693016	45.35879	52.59776	49.783714	47.93004	56.764633	50.964394	45.763496	78.952255	65.07538	67.4076	48.29131	42.489983	42.239834	74.738396	51.911087	100.75248	25.449144	34.153316	22.758394	25.164438	55.528793	47.590267	65.43766	61.549267	67.87435	65.518265	44.018353	59.552254	53.49397	52.573837	57.94347	36.896366	40.658	29.861828	73.4736	88.135666	63.73619	91.82947	77.55641	83.114044	46.55711	39.490257	45.610226	52.674984	45.08701	53.35879	65.22895	57.012863	55.54421	28.650803	39.625874	34.362606	20.430801	22.02371	44.784523	41.598328	32.515823
Rv0879c	133.33493	94.2371	122.140144	99.84496	75.17268	70.40762	73.631096	57.995697	58.426807	29.583906	25.885115	31.71996	73.96059	62.085045	59.754208	57.203747	57.663895	82.041466	26.069057	20.99286	62.96919	90.4538	60.41322	108.830536	44.675156	63.23666	57.91127	177.89685	59.703617	107.193306	3.003826	19.83239	21.761597	46.721188	84.15367	80.619385	88.5024	99.14369	43.403214	23.43292	32.834763	49.6849	32.86948	35.100464	60.475037	46.470337	39.057426	58.147606	111.31072	87.62496	56.818413	78.95065	90.942024	90.322205	79.61081	46.646893	58.888313	23.44017	40.64255	23.1993	70.6363	57.787674	112.519325	89.96477	71.38014	69.32986	79.35751	59.356716	153.5504	146.63867	160.96594
Rv0880	41.70387	41.496304	51.265186	32.335823	39.7329	18.790638	26.93943	29.279684	23.218168	23.665804	22.9433	46.6416	46.74243	41.225006	29.288794	36.02985	31.504122	22.309818	22.369797	42.70813	13.52741	40.956253	39.71071	24.574795	44.830566	36.584354	32.62696	25.124819	55.59207	39.742683	17.599092	13.440435	22.364958	17.513134	30.48733	28.753029	31.282429	33.14305	35.78291	40.90286	50.86399	30.970575	73.592575	73.027115	65.47183	22.313978	30.58514	18.119965	20.38771	33.10041	34.704075	111.63213	119.36854	114.489845	11.7401285	22.684162	31.961142	46.49586	40.03183	58.15691	48.96887	42.91075	57.342148	46.034725	49.884735	50.104362	36.05765	38.371307	73.78344	72.49978	66.893005
Rv0881	44.301945	47.098034	50.006176	40.457928	29.186445	32.516087	24.108473	28.591885	25.338959	35.33268	29.077019	30.142437	32.60392	37.552994	27.329762	37.758343	28.104986	30.125063	32.84342	26.761402	24.744188	42.33367	47.49298	34.28912	34.66302	34.58007	29.380121	48.241943	33.305046	30.177786	15.7132225	44.563305	26.40165	12.463563	43.822422	32.319992	34.909847	49.227276	55.282616	37.074635	42.367958	35.13932	60.175953	62.0283	48.68326	18.731983	19.41436	20.857008	38.776268	54.343224	42.536053	134.7132	128.81297	121.97268	22.166538	9.734069	17.544071	29.713865	25.283577	11.629085	36.169434	36.65697	49.61724	35.33467	42.739155	40.36027	22.923756	24.271202	57.570217	53.764133	56.01159
Rv0882	37.65291	37.79653	49.098454	39.94185	51.32194	42.358498	71.746284	51.346085	60.59566	54.646152	53.588524	51.660397	63.949238	32.823635	31.571737	46.807335	46.832905	103.89339	192.04329	39.905087	71.35775	35.33117	44.99245	39.75276	53.511303	46.024857	46.969097	39.7963	50.10143	99.8266	35.347866	15.811667	20.930231	49.194153	38.321877	41.54018	43.86689	55.845356	67.07159	51.260536	32.272247	40.0084	36.206333	51.133507	42.45266	73.292786	95.41482	84.31929	51.227036	33.01677	64.12886	243.79108	230.97281	231.93968	73.69855	45.738907	38.473724	37.515846	19.656963	37.968357	61.080166	82.54974	197.2908	184.00542	181.97449	157.31776	42.05149	41.71505	112.8048	118.899315	107.67951
Rv0883c	92.96254	73.78957	99.07686	126.81868	99.59276	84.32037	179.09705	128.11559	165.89592	141.04529	112.95114	120.84702	76.69192	67.36478	101.52269	90.38632	100.82192	127.01515	134.15012	221.22209	159.03326	99.01592	80.78907	88.912476	90.570656	93.56229	93.21106	97.68955	91.53171	95.16658	57.19308	38.044167	53.2043	125.35928	56.45966	62.01124	74.22903	106.9169	93.59028	53.82016	55.89123	65.58233	104.991974	75.82818	85.10564	106.30152	145.78784	123.86286	94.369125	61.74472	94.2371	312.03467	317.08917	327.48306	117.28202	71.36294	115.09899	66.43832	46.118813	38.078922	100.17437	95.41443	295.45447	217.6726	234.47382	242.64626	30.271969	22.65823	157.69177	159.11298	130.86777
Rv0884c	106.71826	105.08947	92.46381	73.1983	71.42853	112.9148	144.29117	155.27939	128.20961	63.930794	85.68069	80.890465	101.153435	66.57581	59.777245	79.54852	77.95747	89.40074	97.04777	129.22739	124.18225	86.95903	87.884514	66.99589	82.59363	77.53249	67.79776	107.56007	102.77493	104.97859	120.66794	156.46272	129.9192	98.61314	74.399895	73.31238	95.85488	83.30969	81.316124	48.822254	64.42902	53.804783	114.83857	126.53278	109.00578	98.74204	80.530945	92.81981	95.61902	96.42514	104.70767	98.48698	94.041466	95.69851	76.869774	79.36862	75.47129	87.91709	86.0746	85.19444	186.97629	203.18126	136.57114	153.72778	145.99583	150.6135	142.78973	145.33861	152.86789	134.7457	164.10062
Rv0885	360.45602	511.58917	372.35437	471.47726	458.19794	687.125	410.3184	461.68213	272.16278	765.6407	771.5537	822.20874	412.44897	463.13843	443.32568	691.4444	661.87537	704.2473	483.2696	474.48563	492.2329	431.153	545.5163	421.36533	827.83203	731.14685	558.6562	370.1255	492.83902	289.93604	641.3128	1174.7218	1281.4832	662.53845	511.25226	483.2724	494.29144	458.89838	456.81665	377.112	439.5441	453.14255	673.11096	651.5151	613.9025	679.4434	593.05884	550.1064	383.12598	544.2909	309.58017	535.0904	547.3751	584.0617	483.73975	566.7543	577.1637	1018.8871	807.26575	855.54193	729.5244	765.4632	302.41055	1356.9889	1363.0117	1306.4989	572.0926	604.2737	307.95456	311.96252	340.44986
Rv0886	119.56255	149.26442	109.20542	139.79884	131.19211	250.9823	124.53581	174.61131	77.444	328.44867	242.1316	352.58844	99.00069	112.17567	100.039055	187.32906	178.53873	184.0253	154.58293	151.91896	207.94641	152.65724	155.21788	136.26654	219.66872	219.66872	167.45497	108.198044	158.11426	97.984985	257.61752	370.47235	316.7925	252.83795	174.5525	197.84116	125.09531	141.17778	149.49799	77.62246	88.72219	86.371346	260.26114	198.70517	270.27917	217.10095	184.71393	190.96655	109.20542	105.26232	85.45798	308.86752	338.51785	323.373	165.8095	157.30222	176.30026	200.04251	206.40834	127.65606	174.2005	169.9411	82.7891	373.39322	434.0428	430.26483	382.46906	340.1795	111.64876	109.38286	122.145096
Rv0887c	33.868816	31.52689	32.76285	46.014824	40.978027	48.945343	42.935417	75.925606	33.395813	106.44508	55.913586	108.46267	27.650667	45.692234	29.503305	56.12308	45.792587	116.86277	40.87232	26.924007	63.245567	29.832123	50.274403	27.113619	56.2363	49.96326	47.566383	17.605354	24.63241	13.985481	70.83031	117.40442	87.81634	44.14147	37.677937	43.710186	35.39675	33.3375	33.936382	12.750158	13.330107	31.3989	37.42999	55.55921	58.909836	43.263607	58.66189	48.082855	23.78129	47.098034	26.121819	111.80181	108.727264	107.66267	15.814197	47.751892	36.445316	36.87909	33.862007	20.264046	58.537563	57.397022	31.38488	106.33751	116.534645	115.65918	124.37193	109.50381	42.464024	39.46925	40.62591
Rv0888	35.66417	44.161915	38.84574	51.831467	30.923513	33.113663	56.639706	58.930664	62.261894	33.992264	38.60183	42.000626	40.08679	37.1084	32.47445	35.272972	37.90616	31.017553	10.969286	40.925934	39.376057	37.359447	43.88812	41.225124	34.127506	34.20121	32.042725	41.57371	46.91434	40.901424	44.931496	67.20491	63.241356	33.684593	27.56603	28.265493	42.118526	28.787537	28.344551	43.822437	45.326305	50.211395	21.682755	26.572306	29.789894	22.653254	27.39508	32.850876	30.743576	39.7963	46.51117	152.92128	156.38387	148.91255	24.989508	25.874489	26.771679	29.757362	35.31743	36.714005	103.10628	80.36943	146.24542	81.154655	77.30719	73.9975	89.3754	93.401344	166.99287	162.21016	161.81984
Rv0889c	330.65198	308.9969	289.93604	313.35037	287.88028	278.171	172.20909	167.42314	161.51843	279.25192	246.09349	297.87964	276.16763	247.86331	231.57504	251.40028	247.29688	269.20813	338.6224	249.33006	340.29486	330.9055	300.959	317.50397	289.02002	295.2909	296.77258	315.92136	366.73285	264.72476	190.58424	165.258	140.8712	586.0913	304.55386	326.71286	261.56223	340.3109	264.30496	150.44417	166.35765	201.46545	145.87263	139.39935	148.26414	370.83997	314.94672	275.21262	274.24884	292.1341	297.5474	127.98038	123.65155	122.87172	352.9376	379.97412	429.8872	210.45279	288.29956	200.04251	106.061905	130.21466	180.56152	442.71655	451.0039	451.0039	113.10994	112.31874	154.9971	164.67557	171.3498
Rv0890c	23.72055	14.720713	23.615875	16.167843	24.396168	11.260029	31.285473	20.39528	29.769087	10.297953	9.947603	13.325815	18.340727	10.943833	13.446973	11.677186	15.387352	26.639343	12.917491	23.713331	6.0484457	19.813618	20.758984	22.147516	11.860708	17.76392	12.892727	23.633259	19.283857	26.822296	13.475841	11.529236	4.5413713	14.35568	14.839136	17.124765	19.235891	16.094643	17.39439	14.397282	17.174086	14.467331	35.63612	28.611921	31.303892	9.087263	12.523409	11.423627	16.65877	17.750444	21.09483	31.289906	30.694038	33.36352	16.76567	8.603477	9.734069	4.888073	4.8427444	8.444227	20.34011	16.084053	31.407705	19.894993	13.949683	17.706045	13.244385	14.4600525	58.048634	59.59682	58.75824
Rv0891c	5.8321166	8.976437	7.1555963	10.146889	8.231681	12.806952	38.53334	27.263739	41.375515	14.36241	25.832785	11.528617	6.2391334	7.481747	16.913313	13.601509	11.280409	22.487309	2.39393	7.788287	1.1988558	8.042939	9.625893	8.852754	13.722307	12.577791	14.237014	7.8536997	7.092158	10.831224	16.419683	9.472286	4.346054	15.781205	9.629064	8.950007	8.734399	9.417799	6.611416	20.212973	20.233349	19.609734	63.19669	54.37519	62.101734	12.803903	13.192677	21.258926	19.476925	17.310373	8.177126	37.651573	32.509182	36.130077	11.801505	5.6793237	4.6488833	14.946153	8.947663	9.847789	25.247826	32.146023	27.346981	19.151936	14.268845	16.565723	11.713303	13.34413	32.387497	28.546484	23.99673
Rv0892	10.861314	11.511906	20.821686	11.551744	20.234863	20.133745	32.240932	20.29228	35.730618	15.114808	10.753171	12.264391	32.78731	19.945194	44.19592	12.081026	13.062228	14.068148	25.50291	14.106135	4.1833572	11.059192	12.52531	15.680391	15.069848	14.041381	15.807561	11.68089	9.82183	14.102913	7.7679524	8.691549	13.440435	12.429542	13.041051	15.409099	14.166887	14.166887	11.917433	17.537846	12.230808	14.215721	27.039715	25.064425	26.141	21.614744	16.694359	14.582167	8.333885	9.532719	19.108084	27.27817	25.840303	24.57556	15.226612	10.367002	15.085812	20.514368	15.972943	25.5053	38.773727	45.90994	40.39212	45.394356	29.037167	36.524483	42.01807	44.487732	62.45345	64.889404	68.3934
