	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv3454	13.897559	15.6792555	16.527225	48.757637	26.890493	31.096508	79.072136	64.662964	76.79605	46.225643	43.017002	36.301556	26.352987	9.818375	34.135174	34.187256	42.422226	31.336325	10.2357235	11.053326	8.159663	21.75062	24.651945	26.513384	35.70191	26.767292	43.26007	23.933416	19.729519	18.46889	11.22422	41.83135	53.98236	8.519221	55.499435	49.072838	32.649662	25.22379	30.978106	18.894693	29.00535	29.952898	32.260826	44.693436	45.126614	8.40482	12.506284	16.33825	14.626339	15.629653	10.17163	77.91316	72.32323	68.41495	28.736155	18.089241	23.734495	20.767511	15.088306	6.7623034	49.219147	30.265827	33.20401	17.217802	16.529505	18.669487	10.218982	12.898725	68.16234	74.73233	84.162346
Rv3455c	100.47189	96.2684	94.98759	160.67903	175.51494	150.70053	405.02145	312.16373	407.51025	185.70842	193.81992	144.45804	116.74273	75.88122	128.4662	179.39449	175.78381	90.719864	88.46427	56.56075	32.1273	130.26169	129.98497	112.9453	194.17468	140.19922	186.82217	113.10994	102.873604	75.01434	177.1947	311.99713	215.5958	37.991295	253.81084	253.81084	139.53491	144.21918	125.09531	61.349976	87.42878	92.38594	148.03262	206.07365	197.98096	51.878654	74.7312	81.77656	96.67673	66.053406	68.101	280.4317	275.18024	279.14993	168.25897	178.46298	140.86292	72.391335	66.40889	34.805622	187.89435	174.35654	321.46893	149.70415	122.31757	128.03197	96.839745	99.8266	466.2683	511.16666	542.21686
Rv3456c	271.4193	320.79684	263.4006	401.15942	412.51477	452.78113	865.9408	689.6354	967.69727	470.8197	555.8832	487.5745	330.82828	306.62253	303.71683	515.2827	490.611	443.4334	354.1277	248.33554	188.44498	351.15146	352.73862	280.83636	488.4735	418.43707	553.1616	284.19037	332.37283	223.55481	480.4566	929.41504	705.01953	132.78708	464.44684	434.39532	356.18677	346.3309	388.97012	169.22337	233.57764	186.6426	282.83798	417.79156	328.13284	193.84108	202.93011	206.67787	284.19037	262.2813	239.52888	472.38083	466.4121	503.12665	301.56866	333.8366	368.4469	240.7741	224.10616	266.99542	633.7129	715.1823	1038.399	538.1351	369.7172	417.56628	518.2672	600.72656	1233.0006	1281.0824	1175.1315
Rv3457c	214.10463	260.83838	217.28487	335.56274	301.2153	342.60248	684.3522	581.14124	741.1615	454.63318	501.77646	367.58246	195.60564	246.61559	238.43048	416.3304	405.3698	391.87552	240.73523	175.53482	170.93324	278.7577	282.6076	211.07582	377.73093	342.5926	451.89688	227.2542	280.41354	160.66696	377.83987	623.7354	657.4164	145.16576	323.47427	270.64154	296.64868	289.98676	248.00482	209.94777	252.96854	219.73206	192.52348	334.03973	254.30019	126.88947	123.86286	180.81958	221.72476	233.97275	222.70917	318.74677	310.85858	320.34747	178.14468	224.6977	194.44655	165.61801	151.7929	156.40862	454.59192	450.32498	706.5381	303.79907	221.11363	266.8935	185.93521	223.30424	625.1732	646.16785	557.532
Rv3458c	432.1274	495.4333	429.28778	526.6243	575.9742	491.54553	688.1851	627.91693	799.2155	550.7194	659.44	555.8832	434.2584	300.51746	311.78903	614.44214	634.6428	521.35864	366.34915	268.50006	339.29263	476.10672	560.45667	438.3454	593.10846	512.79236	684.0083	477.90833	564.3435	325.05356	515.2178	774.37524	806.238	136.83534	541.5533	495.01956	505.61166	429.43454	587.6817	327.62457	337.9063	267.59338	275.4473	480.84653	387.7393	252.82161	253.51727	282.7474	422.7026	426.44046	375.37363	348.5524	358.48785	374.30508	281.22357	298.16006	257.29333	424.448	374.19492	245.46655	618.10614	649.3686	1035.366	414.97223	287.92715	342.842	781.9861	696.0593	1142.6116	1197.1804	1071.4961
Rv3459c	686.74316	858.1012	722.5959	743.3149	824.7523	860.5622	1086.2341	837.1965	1125.5452	808.25366	927.65704	774.9857	566.7694	603.44104	546.08234	885.9844	966.62244	951.4984	556.34875	413.7385	463.1539	823.9651	902.42676	762.54315	866.13574	771.06494	1015.2614	679.5011	630.6771	718.7441	757.7617	924.58765	845.76587	257.02063	811.09326	706.5105	743.10913	665.9779	695.34064	555.68964	636.9768	504.2574	399.2189	750.6875	615.01605	400.5628	396.78018	475.8512	679.5011	809.4331	722.5959	374.30508	385.16074	357.7165	469.9922	462.75806	358.97913	787.3992	592.9671	518.43054	821.64343	927.53	1614.3975	514.2807	414.97223	443.51538	685.30066	522.2838	1390.643	1448.2198	1136.9825
Rv3460c	841.4852	921.9125	877.8624	1058.9938	958.56323	852.05963	1125.5452	843.16797	1160.9368	865.0503	932.45087	865.0503	679.1435	670.1476	693.4287	1021.34607	1064.1116	945.9557	326.92975	619.085	642.75525	950.54175	984.96484	862.9816	966.9764	893.9273	1076.0753	806.297	873.5388	823.8492	612.4414	1003.0522	1059.0538	298.41925	887.19354	864.32587	870.85156	821.53906	902.53827	999.1113	1038.8152	999.1113	424.40277	858.11346	607.37915	530.9715	459.84073	611.4405	886.8717	1092.8657	848.7687	373.34744	401.79306	415.9216	584.70844	586.16833	379.97412	1025.1091	764.2502	802.7224	1126.0085	937.42596	1795.6759	432.09286	413.02905	457.60797	802.4789	742.1648	1630.018	1847.4769	1465.9197
Rv3461c	1357.4413	1365.3961	1467.0173	1109.5817	1288.0027	1284.1698	1101.0746	1098.4252	1453.7487	1091.1793	1198.5234	945.30554	1222.6184	1155.2441	1487.6506	1312.2108	1421.2305	1379.6494	1064.721	1117.5399	1072.8855	1372.8871	1291.4878	1479.7827	1259.1106	1151.5265	1259.1106	1504.7874	1620.6898	1357.4413	1190.1163	1417.917	1246.1053	705.6842	1479.6213	1289.4293	1213.5625	1040.9996	1086.2109	1737.9077	1684.9347	1651.7705	536.91675	1299.2113	853.7943	977.1442	913.05676	1056.693	1153.3469	1453.4009	1546.1825	531.1886	543.5007	646.4783	1006.02515	996.33777	760.4274	1449.336	1044.6057	1228.0178	1614.3975	1463.1034	2041.9288	707.516	704.3851	614.10834	1927.3679	1966.9878	2448.1929	2592.7197	2592.7197
Rv3462c	2052.5908	2029.9672	2052.5908	1955.0497	2019.4647	1862.1826	1666.0952	1282.7858	1961.9882	1429.9722	1715.7786	1388.6938	1961.7257	1700.4949	1819.8074	1841.1797	2109.0557	1841.1797	1383.8387	1548.6736	1216.4515	1793.7693	1793.7693	1860.6316	1970.418	1607.7549	1775.748	1872.6377	2189.0583	1983.4034	1225.4253	1797.6198	1878.0399	785.74585	1802.4807	1524.4879	1606.263	1525.6382	1569.6375	1922.9355	2094.2534	1922.9355	823.86865	1525.8843	1060.9172	1339.3132	1178.8396	1228.578	1711.7943	1951.2262	1983.4034	902.8618	883.00024	988.54095	1506.6631	1362.7694	1120.7054	1972.9924	1501.7886	1894.0927	2054.076	1965.3295	2369.1074	972.61365	891.46173	851.1229	2804.126	3215.9797	3318.1868	3187.0762	3428.1753
Rv3463	327.37936	264.72476	357.2315	344.0257	383.13324	298.67267	46.015896	59.421864	52.888187	134.06401	151.60463	81.92451	139.88506	120.559715	156.85515	232.48615	276.57166	226.12323	156.8616	147.94441	143.19064	310.93274	377.94247	435.59918	140.72952	230.90518	133.78845	374.00085	245.76945	424.04755	124.116	93.49117	84.739525	12.097877	86.01002	58.066162	346.3309	388.97012	362.02103	225.2973	144.26175	112.478195	120.125984	109.036026	104.09676	45.259983	39.404785	34.39974	313.79572	190.03748	409.0284	83.07583	87.04195	76.96124	121.77246	62.606438	29.586535	30.075905	12.761337	13.051908	66.03703	80.29037	67.57994	39.90839	45.491882	48.94573	29.31384	24.16771	93.2121	79.08426	101.946915
Rv3464	109.77681	99.50759	104.15916	123.54491	119.52576	122.25495	195.25311	173.88652	198.37291	75.88819	101.88497	91.74601	98.52656	94.30695	86.92278	134.2244	149.86601	132.35558	77.58356	101.99555	53.711567	136.76984	142.51671	138.98648	94.345924	114.28467	77.01795	139.8203	106.28091	100.31352	76.23067	76.62447	45.286045	35.28787	46.404842	35.82956	154.36343	172.494	158.33069	120.81684	85.11683	63.531387	61.798553	68.86352	47.834103	58.168324	56.21332	74.43953	98.079575	129.48932	126.206894	143.04106	152.4405	152.11336	52.13816	28.600645	31.467722	46.457195	33.046238	42.218937	170.02579	175.23883	208.89365	182.75957	122.921196	120.654785	131.76352	131.64949	277.69708	292.63602	334.40997
Rv3465	43.708042	47.858326	52.975643	44.534172	49.24479	81.54704	159.36917	130.11935	157.53397	52.659775	53.286037	46.50239	29.575384	29.035238	69.02763	77.37294	65.10551	85.5342	17.031193	62.085533	16.939566	50.406746	62.071697	39.070873	53.868137	50.952507	44.14938	35.40613	56.073963	28.312386	29.866213	30.295446	29.40211	36.502777	20.817211	18.07134	66.32509	66.5465	85.09859	46.65825	41.598812	20.024252	13.964399	36.64659	25.45604	27.45177	43.996365	63.502075	41.24899	39.011013	32.454433	112.71463	116.66207	113.20091	19.52811	27.229692	21.326033	19.017431	17.300947	42.195194	160.5205	162.33844	157.1543	141.99042	99.24162	105.247314	149.57608	136.10469	220.96968	212.78389	219.83827
Rv3466	50.66422	46.241283	54.403625	63.57294	64.38908	67.07502	50.70456	58.80298	53.892902	46.086067	66.28717	51.69458	42.127453	66.52671	82.01302	69.093994	63.174236	58.515995	31.069433	49.093384	32.13675	75.48129	68.18892	60.54634	61.42559	55.111176	61.099342	31.00627	48.541714	73.55497	23.671627	32.07148	57.90163	46.679276	64.87373	52.851204	62.209934	63.767605	81.19074	155.16728	148.56854	104.595245	185.80208	124.08597	152.77011	31.948376	29.882362	25.795845	43.42732	54.5535	31.8238	129.49416	130.82314	121.367516	41.19726	34.74983	42.827976	18.366964	16.76592	18.336033	39.641174	37.485397	29.996685	53.84597	69.25361	67.84403	13.793408	14.541574	46.70103	48.160248	46.67703
Rv3467	148.75574	132.58154	117.71619	108.21724	101.67638	110.44336	20.420147	30.71351	28.26917	49.696575	132.78049	77.0448	52.804783	64.57868	69.12687	126.54665	124.719925	105.96677	33.33472	47.830925	60.512817	152.70952	144.12398	163.77759	117.723495	95.75164	110.364716	50.112156	104.111145	143.57535	50.268635	50.452084	48.791183	27.929081	50.35281	44.568306	130.00925	138.6594	208.52045	265.08005	221.68445	145.36646	197.73627	147.7206	178.99603	20.055958	20.508272	18.775139	134.91193	112.35324	136.74843	75.383995	68.788055	69.35837	59.210308	61.246468	55.7324	9.921213	18.7565	9.7138	20.795393	23.183794	20.38133	21.93075	41.273132	35.880882	24.260365	32.51447	38.95567	41.80083	36.422092
Rv3468c	17.002565	19.653944	27.130878	38.441402	22.769667	18.041264	19.053234	20.98253	18.084917	8.241669	17.83123	14.771648	36.850784	14.841874	29.075653	15.282277	14.229434	12.124749	26.159185	5.4851475	4.9756804	15.47896	14.54412	21.879765	16.293842	14.718625	15.708065	31.78148	14.48382	21.5673	5.3162527	16.77804	12.249319	11.750529	34.334305	27.119171	13.011804	22.244144	15.425544	1003.45245	832.1259	366.0904	44.30583	42.07066	38.1118	10.911761	9.411356	8.831959	14.049735	9.626149	19.768892	54.18087	52.041397	54.155037	14.167932	19.764702	21.675262	5.198644	15.425538	12.835858	22.507618	20.818077	11.211319	19.190462	19.552896	21.30976	13.444933	12.134136	24.492777	23.10808	19.587507
Rv3469c	11.490258	8.149495	11.68089	12.997442	15.443102	10.146889	8.354751	9.364405	10.779478	6.388655	9.179309	4.8505535	5.5374365	5.358072	2.473518	4.602026	6.569116	6.2333994	2.39393	1.745544	5.5556974	8.639753	8.724323	9.616711	7.920402	7.2124715	9.029495	3.9188113	8.804607	11.895675	4.480472	16.454124	6.6941724	5.523741	7.5813584	6.9700446	7.3170037	4.570528	9.378623	4168.186	3861.8408	2051.3044	13.009384	15.089918	17.01912	5.005444	5.5480657	3.7098634	14.835181	8.333885	15.714156	36.61758	32.90553	34.093052	7.71019	7.767989	8.510647	8.13626	2.7118049	4.8837695	11.059418	8.601933	9.043551	6.9562197	10.793776	6.249699	5.323572	7.5218067	10.574508	18.486296	14.53889
Rv3470c	18.112877	19.805584	20.239548	16.3754	13.89272	18.326488	11.9472885	11.54933	9.994803	16.53337	12.264391	15.3406105	14.237485	6.2967687	14.940395	14.578693	11.130053	10.503364	8.679969	12.829668	14.004117	17.224289	15.848307	14.012699	17.179926	10.286245	10.861884	19.680868	15.240354	31.78148	6.2533197	8.079699	13.870453	15.2717705	17.138165	14.248517	11.779318	18.637117	12.549938	145.84071	120.9516	52.7171	20.502794	20.815668	20.406296	10.024065	8.869694	18.856482	18.873428	15.557903	11.713303	50.396942	44.963512	48.403645	5.412425	10.547395	8.492671	20.676777	9.847789	13.97853	19.43123	17.622913	11.255881	13.546537	14.55297	12.585263	17.866224	16.099373	22.400043	19.51081	24.705154
Rv3471c	3.4298718	3.2839265	11.119913	0.08680602	5.3937063	2.8845794	5.192522	4.331005	4.6985297	5.354338	5.074267	0.08300996	6.4083257	9.427628	7.4389844	1.4547523	5.1052604	3.5437026	2.39393	13.307406	1.8027279	2.9131742	3.3561728	4.3701653	5.668338	5.223853	5.9743276	4.946113	1.4719864	6.526373	4.0670595	11.693445	6.347733	5.3477855	1.7332103	2.43199	1.3565261	6.05764	1.6461511	296.86542	183.81854	128.39604	9.337047	12.174265	21.056107	3.7098634	0.42487484	11.80254	4.1703815	0.7972131	4.915633	40.151024	40.964977	37.94512	0.75521576	0.498147	0.47106075	5.2919645	6.9432397	5.8554735	3.9625866	5.209966	7.2828627	9.936648	9.429405	7.262869	3.7035627	4.330838	6.38069	9.3428135	9.647206
Rv3472	44.41264	45.56722	44.125664	35.50362	27.604393	14.029199	20.023378	13.245321	18.146015	19.754467	15.20886	27.97212	28.156391	39.286602	15.506985	28.980318	27.407972	36.088642	37.192574	27.292662	26.289448	26.556284	25.407692	42.596718	26.56294	21.66337	31.747541	50.04353	57.252316	69.90601	1.0350666	21.047762	19.33074	24.292707	28.656507	21.9589	32.608746	22.710365	26.918192	30.34438	42.51293	45.353775	41.6349	27.891356	27.376692	22.264536	19.251644	29.07568	40.772923	30.428186	39.949093	89.01586	76.52636	86.84226	46.85351	23.734495	24.118711	15.725172	7.6699295	26.398895	60.43307	63.795856	52.91297	43.21937	43.686695	49.53426	59.644775	75.95227	69.47784	67.21695	74.90821
Rv3473c	5.9876547	3.6327164	6.1624694	2.5326908	4.6419163	6.4823585	6.5721664	3.7880962	4.8766437	5.829448	4.492881	9.840798	0.8135111	4.569539	10.756525	2.1593301	3.7769248	3.5437026	2.39393	1.745544	0.52059704	4.352415	3.4945498	2.1902864	4.3088093	6.4386897	4.1361136	5.9876547	1.4719864	5.473589	1.0350666	2.8436642	0.9424493	6.749177	2.4793272	4.8965516	1.0364172	6.611416	6.05764	8.502528	8.887392	4.1374	13.577853	9.607298	10.538084	8.182978	4.3848867	6.4385576	3.1438265	1.9788058	4.106737	31.87156	31.462513	37.745453	2.5828176	11.869632	1.6414151	5.3652267	7.488675	5.060804	18.793804	12.175176	12.457329	8.009065	7.2272234	7.7125273	9.626149	10.134055	18.534538	15.941312	14.18444
Rv3474	16.273624	15.629653	15.834387	16.713894	13.503656	19.374626	24.793678	29.965412	23.335615	14.222458	13.375317	12.1737585	19.945194	21.765755	34.098732	16.626307	13.330303	12.697948	37.341255	11.636448	12.479958	18.700886	19.293646	18.171654	16.928905	17.775375	17.03869	21.948938	22.973667	19.496107	14.820413	12.463911	15.319988	14.665376	17.881634	16.95836	17.047068	13.165288	13.616011	25.734652	26.960934	28.483479	30.761122	29.437891	27.2505	16.493673	11.664328	14.127675	25.504026	16.641281	22.02371	51.16392	44.486473	50.476437	10.895135	15.638472	14.899961	18.99556	12.482726	19.892395	33.331295	27.642488	20.715107	22.140774	23.332157	20.97991	14.124124	10.861314	27.031925	28.005919	29.030565
Rv3475	21.058268	19.340384	21.133747	25.171913	20.312714	23.069826	26.738503	28.26917	26.5256	20.304453	16.29028	18.385265	20.901789	22.809244	32.934933	17.860538	21.351492	21.675867	19.446653	22.585135	20.50304	20.698181	20.609123	22.157375	19.462585	18.94345	20.188757	20.25482	20.702126	22.72525	15.199008	16.946163	15.1804285	18.895084	20.042542	20.916708	20.568241	16.633968	18.79932	38.05243	48.520256	41.652493	30.491852	31.203325	30.017622	13.450329	14.775898	15.682262	19.160192	19.476925	23.29704	56.834137	50.696938	56.747177	15.909275	21.624027	18.202702	18.91791	14.017103	17.925343	39.162434	33.72098	22.948025	24.144001	26.748007	24.659145	22.112837	25.45822	24.964125	24.656067	26.759472
Rv3476c	11.511906	9.532719	4.264522	6.515843	5.252136	15.135963	17.387396	16.762083	16.140688	22.325148	24.228472	14.212208	13.70968	11.171573	15.034676	11.389762	10.9147415	15.106971	9.02672	4.8320656	11.494804	11.333862	8.985887	10.734695	11.379391	14.512742	16.21814	7.025767	6.6957235	17.94015	8.494797	22.385708	14.490725	12.629258	8.784836	8.904106	8.618136	3.6330583	20.054794	25.772783	30.92311	22.220312	13.062126	10.308628	8.1446705	16.248753	20.265263	20.486673	5.404936	19.680868	13.052582	35.16375	37.05756	35.70333	11.514263	10.895135	6.77689	13.423017	10.636729	23.763409	56.845352	49.99272	44.20352	39.895176	19.190462	28.251621	62.023117	75.82483	61.99399	54.30406	64.44899
Rv3477	198.79414	295.68774	276.42642	156.3011	143.71913	298.4834	1120.9421	738.5975	1151.5657	1064.0245	1350.4507	1464.4283	143.20901	195.29689	140.2596	389.42828	467.88162	264.1757	1140.3379	383.16248	351.93045	129.65428	199.65486	126.714485	319.2197	521.1018	657.63214	190.80527	187.03387	117.39809	360.98434	530.58435	512.9458	59.148293	44.9248	47.416893	157.05035	132.75627	164.356	147.54794	100.75192	117.02694	47.249996	92.63822	94.31727	672.40906	746.9232	760.804	162.79472	242.0971	90.189995	872.6299	931.416	877.5428	216.58315	110.565704	126.9992	465.84766	424.448	491.76147	2892.9873	2773.336	4706.135	987.031	519.4822	721.4261	7560.041	7560.041	4403.1445	4900.9453	4340.5713
Rv3478	214.50757	256.4083	194.75786	163.27023	169.57793	239.90701	659.6658	669.4653	811.0278	606.38293	791.8612	853.0149	117.42914	141.9353	82.19237	285.15924	334.74612	302.31613	649.80615	242.58688	323.84964	188.59006	189.13113	155.38348	292.39355	395.91473	536.15564	191.84593	248.03021	174.10913	324.2885	354.06418	338.645	220.85925	130.46915	137.16228	187.27713	228.4906	217.60916	202.14395	166.47063	161.29214	93.66345	99.03734	102.46288	501.95087	675.29517	686.97284	196.71353	240.67291	179.0209	579.8103	622.4676	547.3751	194.44655	181.40486	212.88586	301.59732	397.47287	261.79584	1412.6918	1660.0275	2645.084	760.44965	482.20102	582.56006	5997.0366	5524.3623	2199.3748	2327.7954	2029.2501
Rv3479	36.705708	35.510605	41.57371	38.78465	38.758205	40.65341	127.372505	102.26354	135.1764	64.74107	77.69539	82.008224	34.424934	15.897049	29.298914	34.622475	32.975548	32.589794	14.594795	22.487988	26.397942	39.779022	33.012997	41.335583	35.40414	41.485386	43.35707	42.831238	30.111168	27.604239	17.803211	49.587765	34.21941	31.895031	34.895523	27.360285	39.667004	37.945118	34.484352	21.682981	26.226635	27.349316	27.015423	23.536219	27.445854	31.84922	45.50684	44.123737	34.72257	35.40613	34.77138	146.27007	144.84749	144.9283	41.758232	35.84577	35.51022	21.216877	25.313002	30.394253	245.46555	216.9408	189.81126	81.72943	59.948204	65.27357	441.2831	402.25198	219.32454	241.86157	223.94705
Rv3480c	83.02113	80.8211	68.17976	75.32974	80.003815	74.02692	69.44099	66.20693	72.49618	63.76518	51.724045	82.78394	86.40007	79.30761	74.88876	54.10031	64.877365	73.35969	106.56195	70.52153	80.09496	78.80177	80.67924	81.75134	72.41087	60.801537	69.74806	102.2638	100.75248	107.27788	53.70541	22.950233	24.139532	95.28319	75.00682	67.4171	71.10473	61.344666	79.676285	49.601093	59.353184	58.548172	37.729073	52.836105	43.670086	63.087715	71.42561	77.92862	78.76145	93.15462	89.3754	104.9528	108.993004	105.94651	88.1646	95.53377	90.404274	47.811443	51.64967	61.05737	105.60416	103.10628	117.955666	118.6435	112.563095	117.6845	110.39051	117.55057	136.41719	141.76279	152.98788
Rv3481c	17.605354	16.65877	16.232655	21.027002	20.47443	16.955887	37.64606	35.68418	35.36503	15.566985	11.920287	27.912971	7.889321	21.693087	21.502275	17.539852	15.835292	12.538579	15.643446	13.1248255	7.01	14.879222	24.257391	21.514456	20.447035	14.3779545	18.647514	15.115228	9.553238	23.31625	15.361536	6.885613	14.244415	16.628757	14.5221195	15.069893	20.50714	18.805828	20.32029	9.086026	19.788273	14.064878	37.84191	38.40157	32.689938	15.635428	17.634626	17.713913	21.682503	18.58479	12.734735	73.12881	64.673195	68.74382	7.928256	13.288999	9.075348	13.998784	23.522402	12.84179	29.277237	38.085815	42.986324	32.151154	27.060537	33.031693	16.799412	19.729519	63.81922	69.130196	71.74315
Rv3482c	46.822487	42.67048	44.279545	32.706654	52.905605	64.857834	104.796745	111.16129	111.80333	42.334934	40.861034	36.774292	31.767435	17.762589	33.774673	55.700256	63.877586	42.947815	43.7205	86.07576	51.268295	43.370865	49.76609	35.45754	42.880955	48.56488	36.05534	40.502674	41.531197	40.099422	9.528294	26.312557	46.482697	28.939522	35.77489	37.677937	46.41627	29.59951	40.09625	37.25059	36.28165	32.272247	73.16787	72.09713	77.29764	55.885803	50.854057	38.11919	40.28966	42.10473	33.27102	118.67546	117.15718	121.825294	36.76204	27.860126	34.43646	37.749348	43.28045	44.681526	108.43645	112.15532	125.87489	76.77667	73.80334	73.96564	34.209934	33.62952	147.12198	134.40044	124.32581
